flybase_gene_id	gene_name	chromosome	start	end	gene_length
FBgn0287725	sov	X	6756322	6770712	10926
FBgn0029502	Coq7	X	6771225	6773039	899
FBgn0003390	shf	X	6771463	6779659	1796
FBgn0259228	C3G	X	6780790	6803593	8829
FBgn0029903	pod1	X	6803684	6813830	6691
FBgn0086693	iav	X	6813978	6818156	3512
FBgn0029905	Nf-YC	X	6818178	6820919	2522
FBgn0029906	xit	X	6821016	6822840	1640
FBgn0029907	Atx-1	X	6823204	6824203	890
FBgn0263968	nonC	X	6824496	6838122	10621
FBgn0029909	mAChR-C	X	6831397	6832684	1218
FBgn0029911	CG14435	X	6838174	6843921	3831
FBgn0029912	Tmf	X	6844341	6847847	3240
FBgn0029913	Cht11	X	6847877	6849517	1576
FBgn0029914	CG4558	X	6849770	6851884	2115
FBgn0029915	CG14434	X	6851909	6867194	1507
FBgn0263993	CG43736	X	6863888	6881580	9085
FBgn0029922	CG14431	X	6908277	6968829	7343
FBgn0052732	Setd3	X	6958032	6968750	2189
FBgn0029924	CG4586	X	6969918	6972265	2240
FBgn0029925	CG3040	X	6972324	6973393	1070
FBgn0004646	ogre	X	6973620	6991318	3940
FBgn0261284	bou	X	6986486	6987188	703
FBgn0027106	Inx7	X	6991612	6993612	1634
FBgn0027108	Inx2	X	6998672	7004151	5480
FBgn0000330	cm	X	7009006	7011145	1774
FBgn0052736	sloth1	X	7011357	7012137	692
FBgn0259204	sloth2	X	7011357	7012137	692
FBgn0029928	CG3032	X	7012239	7013881	1643
FBgn0029929	CG4593	X	7013887	7015009	1123
FBgn0264270	Sxl	X	7074550	7098053	9192
FBgn0029935	CG4615	X	7098578	7102300	1973
FBgn0029936	CG4617	X	7102555	7104491	1819
FBgn0029937	CG8300	X	7104885	7106345	1060
FBgn0027342	fz4	X	7106272	7110321	3927
FBgn0029941	CG1677	X	7281089	7405797	4847
FBgn0029942	CG2059	X	7286358	7288117	1256
FBgn0025549	unc-119	X	7288367	7291298	2344
FBgn0024250	brk	X	7307939	7311132	3194
FBgn0029943	Atg5	X	7314622	7323770	1418
FBgn0029944	Dok	X	7324214	7328806	3487
FBgn0029945	Acsf3	X	7329046	7331255	2047
FBgn0026144	CBP	X	7337352	7342731	2579
FBgn0029946	CG15034	X	7346259	7347506	1248
FBgn0029948	CheA7a	X	7378140	7378953	721
FBgn0029949	CG15035	X	7401698	7403174	1477
FBgn0052719	CG32719	X	7508651	7547992	4045
FBgn0262612	CG43138	X	7528304	7528796	493
FBgn0052720	CG32720	X	7535625	7536959	1335
FBgn0029951	CG11369	X	7574290	7576767	2478
FBgn0029952	CG12689	X	7585303	7586131	769
FBgn0004198	ct	X	7608428	7678859	12443
FBgn0029504	CHES-1-like	X	7682338	7709385	8323
FBgn0029955	CG15478	X	7712783	7717932	1997
FBgn0022786	Hira	X	7722119	7725917	3420
FBgn0027553	NELF-B	X	7725996	7728361	2226
FBgn0029957	CG12155	X	7728755	7731729	2688
FBgn0029958	Pdp	X	7731779	7734651	2170
FBgn0029959	Rab39	X	7734923	7736756	1406
FBgn0016041	Tom40	X	7736893	7739978	2395
FBgn0000427	dec	X	7867161	7873222	5748
FBgn0259188	Ir7f	X	7881939	7884026	1983
FBgn0029968	Ir7g	X	7884660	7886976	1824
FBgn0029969	Acat1	X	7887130	7888785	1656
FBgn0029970	Nek2	X	7889066	7891646	2581
FBgn0029971	ND-MNLL	X	7893053	7893798	720
FBgn0266490	CG45089	X	7893053	7893798	720
FBgn0040087	p115	X	7894031	7896991	2961
FBgn0260447	CR11386	X	7897250	7897987	539
FBgn0053222	CR33222	X	7898438	7901302	601
FBgn0261592	RpS6	X	7899624	7901331	1195
FBgn0010292	bys	X	7901880	7903643	1518
FBgn0029974	dpr14	X	7903704	7908286	3912
FBgn0029975	spidey	X	7908931	7911885	1705
FBgn0029976	snz	X	7912089	7918444	5250
FBgn0029977	hdm	X	7918517	7920131	1461
FBgn0260858	Ykt6	X	7920409	7921966	1469
FBgn0029979	mahe	X	7922158	7931382	8365
FBgn0029980	Dhdds	X	7931745	7933351	1365
FBgn0004403	RpS14a	X	7933742	7934677	877
FBgn0004404	RpS14b	X	7934898	7935792	597
FBgn0260970	Ubr3	X	7935896	7953883	9371
FBgn0027280	orion	X	7941478	7946908	3385
FBgn0029986	CG15332	X	7953852	7955990	2003
FBgn0029987	CG15330	X	7956064	7956702	639
FBgn0003656	sws	X	7956820	7968236	5963
FBgn0003447	sn	X	7964024	7986601	3507
FBgn0010329	Tbh	X	7995697	8027394	3868
FBgn0029989	CG15333	X	8019523	8021345	1823
FBgn0029990	CG2233	X	8035741	8037517	1480
FBgn0004656	fs(1)h	X	8037808	8061436	15685
FBgn0004657	mys	X	8061645	8070237	4482
FBgn0029992	Upf2	X	8070244	8075466	5078
FBgn0029993	CG1571	X	8075877	8078240	2301
FBgn0029994	Ldsdh1	X	8078350	8081605	1404
FBgn0029995	CG2256	X	8084018	8087213	1146
FBgn0029996	UbcE2H	X	8087544	8094064	3083
FBgn0029997	CG2258	X	8094250	8102095	6281
FBgn0040319	Gclc	X	8102181	8116147	4402
FBgn0029999	CG1575	X	8117012	8119130	2119
FBgn0030000	CG2260	X	8119082	8121147	2004
FBgn0030001	cyr	X	8121280	8135713	2884
FBgn0030003	CG2116	X	8129812	8131783	1972
FBgn0030004	CG10958	X	8132285	8134967	2683
FBgn0030005	CG2120	X	8135824	8137046	1155
FBgn0025800	Smox	X	8137041	8142279	4521
FBgn0030006	CG17982	X	8142550	8143835	1286
FBgn0030007	alpha-PheRS	X	8143904	8145602	1699
FBgn0030008	CG2129	X	8145839	8147855	2017
FBgn0030010	CG10959	X	8148783	8150686	1836
FBgn0030011	Gbeta5	X	8150731	8152275	1545
FBgn0030012	CG18262	X	8152948	8154533	1586
FBgn0265464	Traf6	X	8154599	8157386	2788
FBgn0030013	GIIIspla2	X	8157628	8159348	1543
FBgn0030016	Or7a	X	8164266	8165708	1242
FBgn0030017	CG2278	X	8165833	8170266	4294
FBgn0030018	slpr	X	8170229	8177185	5615
FBgn0261873	sdt	X	8178549	8240474	11042
FBgn0030025	CG2147	X	8240684	8241483	746
FBgn0030026	sni	X	8241501	8244016	1761
FBgn0020653	Trxr1	X	8242528	8248033	3147
FBgn0017566	ND-75	X	8248651	8251687	2634
FBgn0030027	CG1632	X	8252670	8272462	4268
FBgn0030028	Corp	X	8269898	8271409	1216
FBgn0030029	CG15343	X	8272324	8273806	948
FBgn0030030	CG1636	X	8273412	8276450	2373
FBgn0015519	nAChRalpha3	X	8276200	8367169	10506
FBgn0040928	CR15345	X	8397157	8398298	1085
FBgn0030034	CG10555	X	8398940	8404516	5188
FBgn0030035	PIG-T	X	8404535	8407263	2521
FBgn0262976	lawc	X	8408008	8411658	3430
FBgn0261793	Trf2	X	8409272	8433011	10332
FBgn0052712	CG32712	X	8433087	8433809	600
FBgn0030037	Miga	X	8433923	8437820	3773
FBgn0030038	CG1440	X	8437057	8441264	2606
FBgn0030039	CG12123	X	8441247	8442348	1044
FBgn0021767	org-1	X	8447691	8455069	3417
FBgn0052713	CG32713	X	8456837	8457632	796
FBgn0030040	CG15347	X	8458494	8460898	968
FBgn0023506	Es2	X	8461479	8463349	1729
FBgn0014032	Sptr	X	8463296	8464438	1143
FBgn0053223	CG33223	X	8465690	8483885	1114
FBgn0030041	CG12116	X	8467443	8469012	1570
FBgn0014466	Cp7Fc	X	8477117	8478320	1132
FBgn0000359	Cp36	X	8479319	8480523	1116
FBgn0003023	otu	X	8485008	8489535	3420
FBgn0053181	CG33181	X	8489348	8517029	5315
FBgn0264975	Nrg	X	8517373	8555170	9991
FBgn0024943	PIP82	X	8525387	8529698	4089
FBgn0026679	IntS4	X	8555239	8558781	3466
FBgn0030048	CG12112	X	8558879	8560192	1117
FBgn0030049	Trf4-1	X	8560322	8570159	7452
FBgn0030050	CG12111	X	8570208	8570948	675
FBgn0030051	spirit	X	8571099	8573593	1656
FBgn0030052	CG12065	X	8574306	8588528	2853
FBgn0030053	CG12081	X	8588811	8590774	1964
FBgn0040929	CG12659	X	8590775	8591729	896
FBgn0025864	Crag	X	8592031	8602036	7001
FBgn0030054	Caf1-180	X	8602137	8606304	4043
FBgn0030055	Rubicon	X	8677063	8680912	3278
FBgn0030056	CAH3	X	8681252	8688760	2543
FBgn0030057	Ppt1	X	8688627	8690227	1314
FBgn0027864	Ogg1	X	8690327	8691811	1307
FBgn0041629	Hexo2	X	8709652	8712478	2140
FBgn0030060	CG2004	X	8712472	8714924	2028
FBgn0030061	CG1785	X	8714936	8717065	1885
FBgn0027330	l(1)G0020	X	8716713	8720277	3250
FBgn0030063	CG1789	X	8720520	8721503	860
FBgn0026411	Lim1	X	8756539	8805804	3972
FBgn0030065	CG12075	X	8838323	8872774	4917
FBgn0011661	Moe	X	8873012	8898332	4558
FBgn0030066	Uros1	X	8898554	8900264	1711
FBgn0030067	Rbm13	X	8901699	8903761	1535
FBgn0011586	e(r)	X	8904144	8906248	1687
FBgn0261549	rdgA	X	8907068	9029476	13764
FBgn0030071	CG12661	X	8922888	8923687	800
FBgn0262900	CG43255	X	8923960	8924449	490
FBgn0030073	CG10962	X	8972908	8974255	1074
FBgn0259734	Nost	X	9030205	9054575	6329
FBgn0030077	CG15365	X	9054698	9067983	3481
FBgn0030078	CG10970	X	9069599	9071408	1810
FBgn0265413	CG44325	X	9070318	9078499	2751
FBgn0030081	CG7246	X	9078823	9081057	2043
FBgn0030082	HP1b	X	9081063	9082746	1598
FBgn0052707	APC4	X	9082931	9085867	2617
FBgn0052708	CG32708	X	9085932	9086864	855
FBgn0030085	CG6999	X	9088367	9089314	875
FBgn0030086	CCT2	X	9089513	9092826	2121
FBgn0030087	CG7766	X	9093612	9103739	5177
FBgn0004856	Bx42	X	9103870	9106604	2403
FBgn0030088	Arfrp1	X	9107069	9108354	1101
FBgn0030089	AP-1gamma	X	9108691	9117744	5497
FBgn0030090	fend	X	9121973	9135099	5133
FBgn0030091	CG7065	X	9142493	9147894	4267
FBgn0030092	fh	X	9148080	9149071	923
FBgn0030093	Bap111	X	9149309	9151976	2668
FBgn0004828	His3.3B	X	9152523	9156669	2552
FBgn0014868	Ost48	X	9156929	9158515	1513
FBgn0040467	Dlip1	X	9158622	9159375	694
FBgn0040931	NdufA3	X	9159514	9160052	481
FBgn0030096	Zpr1	X	9160124	9162090	1853
FBgn0265725	CG44532	X	9162092	9163153	963
FBgn0026206	mei-P26	X	9163255	9189309	23228
FBgn0030099	CG12056	X	9192669	9193620	952
FBgn0030100	CG12106	X	9193898	9195333	1372
FBgn0030101	CG12118	X	9194750	9196414	1277
FBgn0086450	su(r)	X	9196808	9201820	3399
FBgn0086367	t	X	9217655	9223257	1975
FBgn0030108	Gr8a	X	9227137	9228827	1509
FBgn0030109	CG12121	X	9228796	9232378	2954
FBgn0052704	Ir8a	X	9232726	9236585	2811
FBgn0260789	mxc	X	9236801	9243467	6237
FBgn0260771	Larp7	X	9243817	9245925	2049
FBgn0000077	amx	X	9245915	9247336	1422
FBgn0010269	Dsor1	X	9247342	9250037	1799
FBgn0030114	CG17754	X	9250420	9255953	3415
FBgn0028292	ric8a	X	9256168	9259202	2970
FBgn0030116	CR17438	X	9259218	9260522	1305
FBgn0030117	ric8b	X	9260697	9261332	636
FBgn0052703	Erk7	X	9261376	9267698	4014
FBgn0030120	CG17440	X	9268438	9269925	1300
FBgn0030121	Cfp1	X	9270434	9272960	2404
FBgn0030122	Aladin	X	9273413	9275653	1888
FBgn0040236	c11.1	X	9275318	9283117	6204
FBgn0002576	lz	X	9284649	9303636	3468
FBgn0040235	c12.1	X	9317915	9319223	1246
FBgn0040234	c12.2	X	9319359	9324458	4444
FBgn0085478	Zdhhc8	X	9324508	9356227	6965
FBgn0085479	CG34450	X	9329016	9330487	1472
FBgn0026149	BCL7-like	X	9356634	9358594	1664
FBgn0261260	mgl	X	9358496	9500129	17674
FBgn0267253	CG32700	X	9502826	9550838	4208
FBgn0054028	CG34028	X	9511524	9512162	570
FBgn0028327	l(1)G0320	X	9551140	9553750	1943
FBgn0030136	RpS28b	X	9554623	9555661	972
FBgn0030137	CG15317	X	9555607	9556544	825
FBgn0052702	Cubn	X	9558665	9571308	11349
FBgn0052699	LPCAT	X	9571537	9579987	3378
FBgn0259741	CG42395	X	9575126	9576247	851
FBgn0001186	Hex-A	X	9585675	9589813	4139
FBgn0030141	Gga	X	9601030	9604280	2360
FBgn0264691	Lst8	X	9604154	9605969	1760
FBgn0027084	LysRS	X	9606363	9608884	2266
FBgn0261931	Hecw	X	9608946	9623243	6958
FBgn0028341	Ptpmeg2	X	9626294	9659145	7118
FBgn0030148	CG3106	X	9659095	9662903	2589
FBgn0261617	nej	X	9665442	9687066	15932
FBgn0000233	btd	X	9694186	9697558	2934
FBgn0020378	Sp1	X	9729648	9756369	4399
FBgn0030151	CG1354	X	9778742	9782094	1852
FBgn0052698	CARPB	X	9783223	9855449	8793
FBgn0266431	CG45061	X	9871098	9871702	493
FBgn0052695	CG32695	X	9872382	9874057	1613
FBgn0030158	CG9686	X	9879870	9880535	666
FBgn0030160	CG9691	X	9884442	9885044	603
FBgn0030162	CG1986	X	9908663	9911126	2167
FBgn0026415	Idgf4	X	9927973	9930948	1834
FBgn0052694	CG32694	X	9989690	10006882	5996
FBgn0288690	Dna2	X	10010481	10014279	3683
FBgn0263132	Cht6	X	10016845	10050803	16205
FBgn0005391	Yp2	X	10050951	10052636	1618
FBgn0004045	Yp1	X	10053811	10055498	1611
FBgn0030174	CG15312	X	10055629	10070868	3725
FBgn0052685	ZAP3	X	10071858	10082492	6581
FBgn0030177	CG2972	X	10083154	10085050	1838
FBgn0030178	Naxe	X	10084914	10086171	1200
FBgn0083940	RhoU	X	10086527	10148876	3114
FBgn0030183	Ypel	X	10205292	10212374	3758
FBgn0028342	ATPsyndelta	X	10212970	10217393	3817
FBgn0085437	CG34408	X	10220110	10230088	6751
FBgn0030187	CG2961	X	10231002	10233080	1938
FBgn0263220	Hk	X	10233347	10263485	10725
FBgn0040942	CG12643	X	10264233	10265263	1031
FBgn0259170	alpha-Man-Ia	X	10266792	10325958	6827
FBgn0030189	CG2909	X	10326464	10328946	2018
FBgn0011770	Gip	X	10328877	10329872	996
FBgn0028331	l(1)G0289	X	10348680	10366273	3502
FBgn0028480	CG17841	X	10368052	10384183	3091
FBgn0052686	CG32686	X	10371717	10375316	3600
FBgn0030195	CG2898	X	10375374	10376628	1255
FBgn0052681	CG32681	X	10376651	10381352	4702
FBgn0030196	Psf3	X	10383353	10385861	2380
FBgn0000711	flw	X	10385960	10409817	4276
FBgn0083167	Neb-cGP	X	10460736	10461878	987
FBgn0261710	nocte	X	10461865	10474675	10734
FBgn0030206	CG2889	X	10473938	10477201	2246
FBgn0030207	CG2887	X	10477260	10478493	1234
FBgn0030208	PPP4R2r	X	10478838	10481943	2576
FBgn0052687	CG32687	X	10482028	10487205	2803
FBgn0085443	spri	X	10490069	10585422	11001
FBgn0001206	Hmr	X	10590920	10595855	4696
FBgn0030217	CG2124	X	10596122	10599169	2782
FBgn0030218	CG1628	X	10598146	10602714	2029
FBgn0030222	CG9806	X	10623725	10627112	2914
FBgn0052677	X11Lbeta	X	10627737	10710947	10158
FBgn0030223	CG2111	X	10657680	10660671	2805
FBgn0030224	CG12637	X	10672433	10673466	1034
FBgn0052676	stx	X	10711163	10744943	7399
FBgn0003204	ras	X	10744502	10749097	2866
FBgn0030230	Rph	X	10749077	10757666	3997
FBgn0052675	Tango5	X	10760048	10764413	3578
FBgn0052672	Atg8a	X	10764878	10768338	1695
FBgn0030228	BTBD9	X	10768537	10772154	3435
FBgn0030234	CG15211	X	10772541	10778981	1424
FBgn0025111	Ant2	X	10778954	10786907	1437
FBgn0003360	sesB	X	10780893	10786958	2006
FBgn0285926	Imp	X	10787869	10824277	13650
FBgn0003321	sbr	X	10832752	10847092	3545
FBgn0040850	CG15210	X	10839230	10839895	609
FBgn0030237	CG15209	X	10842205	10842995	791
FBgn0052669	CG32669	X	10842697	10845081	2385
FBgn0030239	Pgls	X	10847438	10848534	847
FBgn0030240	CG2202	X	10848757	10852327	3363
FBgn0030241	feo	X	10852446	10854869	2424
FBgn0030242	sofe	X	10855000	10857413	2414
FBgn0030243	CG2186	X	10857655	10866246	7312
FBgn0030244	CG2157	X	10869284	10870705	1004
FBgn0030245	CG1637	X	10870594	10877893	5007
FBgn0030246	CG1582	X	10894747	10899302	4243
FBgn0264502	CG43901	X	10905767	10923436	10303
FBgn0030251	CG2145	X	10927399	10929712	2045
FBgn0263705	Myo10A	X	10930840	10964046	13273
FBgn0030257	SmydA-4	X	11044756	11049540	2446
FBgn0003366	sev	X	11071441	11086299	8171
FBgn0030262	Vago	X	11089290	11090219	796
FBgn0030263	CG2076	X	11090210	11092098	1491
FBgn0027498	CG2061	X	11092492	11094947	2339
FBgn0259101	CG42249	X	11096273	11108148	2648
FBgn0015245	Hsp60A	X	11108482	11112308	2480
FBgn0030266	CG11122	X	11112395	11124726	12204
FBgn0028686	Rpt3	X	11125101	11126785	1553
FBgn0010391	SrpRalpha	X	11126877	11129087	2056
FBgn0030268	Klp10A	X	11129362	11137118	5150
FBgn0265535	CG44385	X	11131340	11132412	1073
FBgn0030269	CDK2AP1	X	11137859	11139689	1831
FBgn0052667	ssp7	X	11139762	11140263	368
FBgn0030270	CG15199	X	11140474	11141835	664
FBgn0030271	CG15202	X	11142541	11143755	863
FBgn0030272	CG15201	X	11144120	11144809	489
FBgn0020255	Ran	X	11144852	11148716	1898
FBgn0030274	Lint-1	X	11149323	11152592	2656
FBgn0261277	rtv	X	11152484	11153990	1273
FBgn0030276	Dlic	X	11154421	11164670	3811
FBgn0052668	CG32668	X	11156676	11159760	2676
FBgn0026268	Antdh	X	11168030	11169058	950
FBgn0265595	CG44422	X	11219379	11302783	8383
FBgn0001491	l(1)10Bb	X	11324294	11325308	934
FBgn0030286	Gapvd1	X	11325385	11334071	5830
FBgn0028421	Kap3	X	11334187	11340084	4162
FBgn0085377	CG34348	X	11339873	11344734	2190
FBgn0030289	GCS1	X	11344506	11348001	3430
FBgn0030291	CG1738	X	11349049	11349847	799
FBgn0030292	NdufV3	X	11349998	11350474	477
FBgn0030293	CG1737	X	11350608	11355539	4519
FBgn0000499	dsh	X	11355881	11358724	2844
FBgn0287454	Pa1	X	11359236	11360929	1628
FBgn0004864	hop	X	11360930	11368098	5055
FBgn0027359	Tim8	X	11368445	11369283	761
FBgn0001624	dlg1	X	11369665	11409776	11505
FBgn0030296	CG15196	X	11409947	11411667	1587
FBgn0030297	Gr10b	X	11411783	11413190	1251
FBgn0030298	Or10a	X	11413467	11417422	2819
FBgn0045502	Gr10a	X	11413467	11417422	2819
FBgn0001145	Gs2	X	11422832	11430197	2231
FBgn0262740	Evi5	X	11430523	11454386	6299
FBgn0030300	Sk1	X	11442539	11446012	2852
FBgn0030301	HP5	X	11454786	11459227	3887
FBgn0262685	CG43155	X	11459786	11476504	1762
FBgn0030305	Uba5	X	11483518	11485060	1432
FBgn0030306	Spase25	X	11485250	11486566	1188
FBgn0052666	Drak	X	11493135	11555045	4847
FBgn0030309	CG1572	X	11555050	11558654	1291
FBgn0030310	PGRP-SA	X	11561643	11562779	1018
FBgn0003277	Polr2A	X	11562800	11570326	6736
FBgn0030311	CG11699	X	11570621	11571718	760
FBgn0027259	Kmn1	X	11571383	11572442	1002
FBgn0030313	Reepl1	X	11572707	11573640	934
FBgn0030314	CG11696	X	11573731	11576152	2235
FBgn0000618	e(y)2	X	11576118	11576620	503
FBgn0030316	CG11695	X	11576883	11578806	1800
FBgn0002948	nod	X	11580772	11585750	2449
FBgn0030317	pkm	X	11581957	11584175	2160
FBgn0262853	CR43217	X	11586228	11586944	651
FBgn0262852	CR43216	X	11587283	11589173	1188
FBgn0262851	CR43215	X	11589376	11591266	1188
FBgn0262850	CR43214	X	11591469	11593359	1188
FBgn0262849	CR43213	X	11593562	11595452	1188
FBgn0262848	CR43212	X	11595655	11597545	1188
FBgn0262847	CR43211	X	11597748	11599638	1188
FBgn0030318	rho-4	X	11599838	11606288	2345
FBgn0030319	CG2533	X	11603243	11604194	772
FBgn0030320	CG2247	X	11606290	11611652	3767
FBgn0030321	CG1703	X	11611927	11615128	3059
FBgn0288833	RPA3	X	11615097	11615840	673
FBgn0002723	Met	X	11616124	11621280	5088
FBgn0004370	Ptp10D	X	11622015	11677338	8708
FBgn0030323	Vlet	X	11677344	11678589	1246
FBgn0014133	bif	X	11678970	11694740	8842
FBgn0011754	PhKgamma	X	11695137	11704394	3300
FBgn0030326	CG2444	X	11704310	11705300	913
FBgn0030327	FucT6	X	11706575	11709951	2795
FBgn0030328	Amun	X	11710120	11715565	4444
FBgn0030329	prtp	X	11716756	11719894	2073
FBgn0030330	Tango10	X	11720245	11723854	3247
FBgn0030331	CG15221	X	11724246	11736617	2494
FBgn0259918	inaF-B	X	11724668	11732770	3113
FBgn0085350	inaF-C	X	11726390	11731765	1590
FBgn0085351	inaF-A	X	11726390	11733895	1274
FBgn0002577	m	X	11754273	11769508	3405
FBgn0030332	CG9360	X	11763474	11764590	1035
FBgn0004511	dy	X	11769769	11778784	4075
FBgn0030334	Karl	X	11787381	11792253	2730
FBgn0000259	CkIIbeta	X	11792533	11801587	5705
FBgn0001218	Hsc70-3	X	11801696	11807117	3589
FBgn0030336	CG1578	X	11808506	11816551	4720
FBgn0266019	rudhira	X	11816898	11837460	12060
FBgn0030338	CG15741	X	11837543	11838026	484
FBgn0030339	Cyp28c1	X	11839608	11841503	1665
FBgn0030340	CG15740	X	11842662	11846099	3265
FBgn0030341	p24-1	X	11850909	11852530	1541
FBgn0030342	CG10347	X	11852692	11854931	2117
FBgn0030343	ATP7	X	11855022	11864754	5157
FBgn0030344	Nrd1	X	11864651	11868893	4054
FBgn0030345	CG1847	X	11869170	11871168	1776
FBgn0030346	BORCS5	X	11871299	11872779	1481
FBgn0030347	CG15739	X	11873319	11875346	1529
FBgn0030348	CG10352	X	11875306	11877168	1491
FBgn0030349	CG10353	X	11877737	11887162	5037
FBgn0030350	SelG	X	11887284	11888240	827
FBgn0030351	CG1840	X	11888352	11889186	719
FBgn0030352	sicily	X	11891732	11893745	1385
FBgn0260780	wisp	X	11893943	11899920	5320
FBgn0030354	Upf1	X	11899996	11905371	5187
FBgn0250871	pot	X	11907409	11917260	4354
FBgn0030357	Sclp	X	11920004	11924662	2076
FBgn0030358	Pdzd8	X	11926424	11930850	3776
FBgn0263111	cac	X	11931280	11985087	11923
FBgn0000808	gd	X	11985154	11987764	2261
FBgn0003865	tsg	X	11988062	11988948	887
FBgn0030359	CG18130	X	11990118	11992768	2344
FBgn0001083	fw	X	11992915	12003914	4698
FBgn0030360	CG1806	X	12007176	12009904	1648
FBgn0030361	CG1492	X	12009711	12012211	2289
FBgn0030362	regucalcin	X	12012377	12017375	1708
FBgn0043001	Chrac-16	X	12017225	12017961	737
FBgn0030364	Lsm12a	X	12018640	12020719	1251
FBgn0030365	Tango4	X	12021068	12022746	1620
FBgn0030366	Usp7	X	12022837	12029032	5642
FBgn0030367	Cyp311a1	X	12029754	12031465	1523
FBgn0030369	Cyp318a1	X	12032632	12035283	1885
FBgn0267001	Ten-a	X	12043698	12335214	17049
FBgn0052656	Muc11A	X	12059795	12065144	4865
FBgn0085352	CG34323	X	12070437	12071263	772
FBgn0030373	moon	X	12072008	12072818	811
FBgn0030377	CG1924	X	12176440	12178626	2187
FBgn0052655	CG32655	X	12234562	12235877	1250
FBgn0287828	Pkcdelta	X	12432224	12453650	8063
FBgn0030390	CG15731	X	12456409	12457763	1180
FBgn0030391	Rab40	X	12459796	12463112	1725
FBgn0259143	CG42258	X	12463528	12478431	4159
FBgn0030394	Cpr11A	X	12486970	12489448	1326
FBgn0030396	mdu	X	12497188	12516565	2304
FBgn0264542	hwt	X	12516634	12568452	9735
FBgn0030400	Pits	X	12569169	12583193	5853
FBgn0283712	LIMK1	X	12584385	12592193	5814
FBgn0030403	CG1824	X	12592555	12595624	2509
FBgn0052654	Sec16	X	12596047	12609910	9707
FBgn0030406	CG1463	X	12609977	12611667	1585
FBgn0030407	Fpgs1	X	12611867	12615530	2123
FBgn0030410	Aven	X	12628370	12629640	1207
FBgn0030411	CG2540	X	12629878	12631111	1234
FBgn0030412	Tomosyn	X	12631605	12653442	6345
FBgn0015024	CkIalpha	X	12653626	12657834	3369
FBgn0011837	Tis11	X	12659415	12682560	5015
FBgn0265523	Smr	X	12684203	12742618	15579
FBgn0030417	CG15725	X	12705854	12708841	2853
FBgn0030418	CG4004	X	12744212	12749785	4610
FBgn0020513	Paics	X	12757036	12760617	2550
FBgn0030420	pira	X	12760642	12763611	2970
FBgn0030421	Agpat1	X	12765266	12772851	3904
FBgn0052647	CG32647	X	12771844	12784958	6004
FBgn0259171	Pde9	X	12785563	12897327	12700
FBgn0030425	Nep6	X	12801661	12804232	2572
FBgn0052650	CG32650	X	12897503	12898669	1167
FBgn0052649	Coq8	X	12898768	12901114	2280
FBgn0030431	Flad1	X	12901353	12903516	1423
FBgn0030432	CG4404	X	12903745	12906018	1696
FBgn0030433	mRpL49	X	12907105	12907942	774
FBgn0030434	Brms1	X	12907986	12909622	1323
FBgn0030435	CG4645	X	12909953	12912070	1694
FBgn0086675	fne	X	12917477	12950417	9561
FBgn0030438	CG15721	X	12970711	12973967	2804
FBgn0265597	rsh	X	12988615	13079070	10101
FBgn0010303	hep	X	13079205	13090434	6215
FBgn0261524	lic	X	13091145	13093986	1951
FBgn0030447	CG2200	X	13094299	13095732	1224
FBgn0263005	Chpf	X	13095571	13112462	4326
FBgn0250862	CG42237	X	13115131	13123066	1512
FBgn0052638	CG32638	X	13122876	13128794	1573
FBgn0030451	CG15717	X	13128952	13134565	3649
FBgn0030452	MFS10	X	13129018	13134839	3789
FBgn0052645	CG32645	X	13139199	13153462	3537
FBgn0030456	CG4332	X	13155038	13157372	2256
FBgn0025463	Bap60	X	13157445	13159508	1936
FBgn0030457	CG12096	X	13159604	13162854	3195
FBgn0085440	Lgr4	X	13161714	13189164	2975
FBgn0052640	CG32640	X	13178005	13178523	466
FBgn0052641	CG32641	X	13184478	13184996	466
FBgn0030459	CG12723	X	13189643	13191883	2113
